	id_and_goal	utt_id	MIDAS	speaker	utt
1426	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	22	statement_4	11111	But why would a guy be selling new video cameras for twenty dollars ?
1427	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	23	comment_2	0	He said he had to get rid of them .
1428	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	24	statement_5	0	They were stolen .
1429	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	25	comment_3	11111	Aha !
1430	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	26	open question opinion_2	11111	Now I understand.You were trying to buy stolen goods on the sidewalk.So , what I think is , you deserve to get cheated !
1431	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	27	statement_6	0	C'mon , don't blame me !
1432	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	28	statement_6	0	I thought it was a new camera .
1433	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	29	abandon_2	0	We could use it.We were even thinking about buying a camera .
1434	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	30	statement_7	0	I don't understand how he could have such a perfect-looking box .
1435	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	31	statement_7	11111	That's no problem.He just has a friend who works in a shop that can do plastic wrap .
1436	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	32	opinion_4	11111	That's easy.And probably it's the same shop he got the boxes from.Maybe his friend works in an electronics store .
1437	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	33	opinion_4	11111	They sell video cameras there .
1438	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	34	opinion_4	11111	Probably they had a couple video camera boxes lying around.So they get the idea of wrapping bricks to sell to fools like you.Twenty dollars a brick .
1439	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	35	statement_8	11111	That's a good profit if they can sell enough bricks .
1440	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	36	statement_8	0	You're right , Sarah .
1441	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	37	opinion_5	0	I was a fool .
1442	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	38	comment_4	0	I can't believe it .
1443	4761: [1] back-channeling_1 [2] statement_1 [3] complaint_1 [4] open question factual_1 [5] comment_1 [6] opinion_1 [7] complaint_2 [8] open question factual_2 [9] statement_2 [10] abandon_1 [11] statement_3 [12] opinion_2 [13] back-channeling_2 [14] opinion_3 [15] open question opinion_1 [16] statement_4 [17] comment_2 [18] statement_5 [19] comment_3 [20] open question opinion_2 [21] statement_6 [22] abandon_2 [23] statement_7 [24] opinion_4 [25] statement_8 [26] opinion_5 [27] comment_4 [28] open question factual_3	39	open question factual_3	0	How could I fall for such a trick ?
1444	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	0	back-channeling_1	0	Wow !
1445	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	1	open question factual_1	0	What happened to you ?
1446	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	2	comment_1	0	You look sad .
1447	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	3	statement_1	11111	I just lost my job .
1448	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	4	statement_1	11111	My boss just told me .
1449	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	5	comment_2	0	That's unbelievable .
1450	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	6	open question factual_2	0	Why did this happen ?
1451	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	7	statement_2	11111	I don't understand of myself .
1452	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	8	opinion_1	11111	It seems they have to save money .
1453	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	9	statement_3	0	I cant't believe it .
1454	8196: [1] back-channeling_1 [2] open question factual_1 [3] comment_1 [4] statement_1 [5] comment_2 [6] open question factual_2 [7] statement_2 [8] opinion_1 [9] statement_3	10	statement_3	0	You've worked here for years .
1455	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	0	statement_1	0	We need to do a group report tomorrow .
1456	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	1	statement_1	0	I need to go to the stationer to buy something for the posters .
1457	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	2	statement_1	11111	You need to make posters ?
1458	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	3	back-channeling_1	0	absolutely .
1459	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	4	opinion_1	0	Every time when we do the reports , we love making some beautiful posters to emphasize our theme ideas .
1460	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	5	hold_1	11111	I see .
1461	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	6	statement_2	11111	Then let's make a shoppinglIist first before we go there.othe rise , It may take us a whole day to search for the things you need .
1462	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	7	statement_2	0	No problem .
1463	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	8	back-channeling_2	0	I need some markers , some color pencils , a pair of scissors , some highlighter , rulers ..
1464	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	9	statement_3	11111	Wow , it is like a maze , I think I might get lost soon .
1465	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	10	opinion_2	0	Don't worry.In fact , it is very easy to find what you want .
1466	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	11	other answers_1	0	Can you see the sign on top of every shelf .
1467	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	12	statement_4	0	It clearly tells you what things are displayed on every shelf .
1468	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	13	pos answer_1	11111	Oh , yes .
1469	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	14	comment_1	11111	You are so smart .
1470	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	15	statement_5	11111	I see them .
1471	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	16	statement_5	11111	So I have to go to shelf number 3 first to get my markers , color pencils and highlighters and somebrushes .
1472	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	17	statement_5	0	I also need some thumbtacks , whiteout and paper clips .
1473	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	18	open question factual_1	0	Which shelf are they on ?
1474	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	19	other answers_2	0	I can't find the number .
1475	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	20	statement_6	11111	It's at the back .
1476	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	21	opinion_3	11111	I think you are near-sighted .
1477	1387: [1] statement_1 [2] back-channeling_1 [3] opinion_1 [4] hold_1 [5] statement_2 [6] back-channeling_2 [7] statement_3 [8] opinion_2 [9] other answers_1 [10] statement_4 [11] pos answer_1 [12] comment_1 [13] statement_5 [14] open question factual_1 [15] other answers_2 [16] statement_6 [17] opinion_3 [18] statement_7	22	statement_7	11111	You had better get yourself a pair of nice glasses .
1478	6486: [1] statement_1 [2] comment_1 [3] statement_2	0	statement_1	0	What a police officer !
1479	6486: [1] statement_1 [2] comment_1 [3] statement_2	1	statement_1	11111	I'Ve never seem such a scene either except in films .
1480	6486: [1] statement_1 [2] comment_1 [3] statement_2	2	comment_1	0	It's really unimaginable .
1481	6486: [1] statement_1 [2] comment_1 [3] statement_2	3	statement_2	0	The police officer screamed at the driver and used bad language , but the driver took it on the chin .
1482	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	0	statement_1	0	I'm in 507 .
1483	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	1	statement_1	0	I have a few problems with my room .
1484	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	2	open question factual_1	11111	What is that problem , sir ?
1485	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	3	statement_2	0	There are cockroaches in my room .
1486	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	4	yes no question_1	11111	Are you sure , sir ?
1487	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	5	opinion_1	11111	Flies I could believe , but cockroaches ?
1488	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	6	statement_3	0	I've counted nine different cockroaches , and I accidentally stepped on another one .
1489	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	7	statement_3	11111	Sir , we run a spotless and cockroach-less hotel .
1490	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	8	opinion_2	0	You dare to doubt me ?
1491	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	9	abandon_1	11111	I'm sorry , sir .
1492	10390: [1] statement_1 [2] open question factual_1 [3] statement_2 [4] yes no question_1 [5] opinion_1 [6] statement_3 [7] opinion_2 [8] abandon_1 [9] command_1	10	command_1	11111	Let me transfer you to my supervisor .
1493	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	0	statement_1	0	Here we are , Ryan !
1494	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	1	statement_1	0	This is where we're going to celebrate !
1495	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	2	statement_1	11111	It's a ETV palace !
1496	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	3	opinion_1	11111	I'm glad I brought my platinum card .
1497	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	4	statement_2	0	You won't need it .
1498	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	5	statement_2	0	Stanley , my best man , is going to treat everybody !
1499	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	6	open question factual_1	11111	Where is Stanley ?
1500	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	7	statement_3	11111	It was his idea to have the bachelor's party at a ETV , wasn't it ?
1501	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	8	statement_3	0	If it were up to Stanley , we'd have the wedding in the ETV !
1502	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	9	statement_3	0	He loves to sing .
1503	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	10	opinion_2	11111	Then I bet he's really good !
1504	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	11	opinion_2	0	Well , uh , I'll let you decide that for yourself .
1505	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	12	statement_4	0	He'll be here a little later .
1506	2670: [1] statement_1 [2] opinion_1 [3] statement_2 [4] open question factual_1 [5] statement_3 [6] opinion_2 [7] statement_4	13	statement_4	0	Here's our room !
1507	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	0	opinion_1	0	Hey , man , look , what's on the wall over there ?
1508	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	1	yes no question_1	11111	Don't you know that ?
