	id_and_goal	utt_id	open_goal_cut	open_goal	speaker	utt
5498	429: [1] wants_1 [2] explains_1 [3] asks_1 [4] explains_2 [5] wants_2 [6] confirms_1 [7] wants_3 [8] gives_1	7	wants_2	wants to know if they can make the sale of the house contingent on fixing problems	speaker_1	Can I require the owners to fix the problems?
5499	429: [1] wants_1 [2] explains_1 [3] asks_1 [4] explains_2 [5] wants_2 [6] confirms_1 [7] wants_3 [8] gives_1	8	confirms_1	confirms they can make the sale of the house contingent on fixing problems	speaker_2	You can make the sale of the house contingent on them fixing the problems.
5500	429: [1] wants_1 [2] explains_1 [3] asks_1 [4] explains_2 [5] wants_2 [6] confirms_1 [7] wants_3 [8] gives_1	9	wants_3	wants to know the results of the home inspection	speaker_1	What did you find out when you did the inspection of my new home?
5501	429: [1] wants_1 [2] explains_1 [3] asks_1 [4] explains_2 [5] wants_2 [6] confirms_1 [7] wants_3 [8] gives_1	10	gives_1	gives the results of the home inspection	speaker_2	There were no major problems.
5502	429: [1] wants_1 [2] explains_1 [3] asks_1 [4] explains_2 [5] wants_2 [6] confirms_1 [7] wants_3 [8] gives_1	11	gives_1	gives the details of the results of the home inspection	speaker_2	One leaky pipe under the sink and two broken roof tiles was all that I found.
5503	430: [1] wants_1 [2] avoids_1	0	wants_1	wants to know how speaker_2 celebrates Valentine's Day	speaker_1	How you celebrate your Valentine's Day with your wife?
5504	430: [1] wants_1 [2] avoids_1	1	avoids_1	avoids answering the question	speaker_2	I will take a rain check.
5505	431: [1] mentions_1 [2] expresses_1 [3] wants_1 [4] explains_1 [5] elaborates_1 [6] further_1 [7] wants_2	0	mentions_1	mentions a past conflict	speaker_1	Yesterday I had a quarrel with my roommate.
5506	431: [1] mentions_1 [2] expresses_1 [3] wants_1 [4] explains_1 [5] elaborates_1 [6] further_1 [7] wants_2	1	expresses_1	expresses frustration	speaker_1	I'm really fed up with all this.
5507	431: [1] mentions_1 [2] expresses_1 [3] wants_1 [4] explains_1 [5] elaborates_1 [6] further_1 [7] wants_2	2	wants_1	wants to know the issue	speaker_2	Tell me what seems to be the problem.
5508	431: [1] mentions_1 [2] expresses_1 [3] wants_1 [4] explains_1 [5] elaborates_1 [6] further_1 [7] wants_2	3	explains_1	explains the issue	speaker_1	My roommate always brings a lot of friends from off-campus.
5509	431: [1] mentions_1 [2] expresses_1 [3] wants_1 [4] explains_1 [5] elaborates_1 [6] further_1 [7] wants_2	4	elaborates_1	elaborates on the issue	speaker_1	They stay in the room until midnight, singing and talking, drinking and playing cards while I have no place for study.
5510	431: [1] mentions_1 [2] expresses_1 [3] wants_1 [4] explains_1 [5] elaborates_1 [6] further_1 [7] wants_2	5	further_1	further elaborates on the issue	speaker_1	I even don't have the quietness to sleep.
5511	431: [1] mentions_1 [2] expresses_1 [3] wants_1 [4] explains_1 [5] elaborates_1 [6] further_1 [7] wants_2	6	wants_2	wants to know if speaker_1 has attempted to resolve the issue.	speaker_2	Did you ever talk to him about it?
5512	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	0	wants_1	wants to help the speaker_2	speaker_1	What can I do for you today?
5513	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	1	has_1	has a question	speaker_2	I have a question.
5514	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	2	wants_2	wants to know what the question is	speaker_1	What do you need to know?
5515	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	3	wants_2	wants information about the driver's course	speaker_2	I need to take the driver's course.
5516	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	4	wants_2	wants to know how many hours are required	speaker_2	How many hours do I need?
5517	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	5	explains_1	explains the requirement may vary	speaker_1	It depends on what you're trying to do with the completion of the course.
5518	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	6	wants_3	wants to get a license	speaker_2	I need to get my license.
5519	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	7	tells_1	tells how many hours are required	speaker_1	You're going to need to complete six hours.
5520	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	8	wants_4	wants to know how many hours per day	speaker_2	How many hours a day can I do?
5521	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	9	tells_2	tells how many hours per day	speaker_1	You can do two hours a day for three days.
5522	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	10	wants_5	wants to confirm if that's all required	speaker_2	That's all I need to do to finish?
5523	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	11	confirms_1	confirms	speaker_1	Yes, that's all you need to do.
5524	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	12	thanks_1	thanks	speaker_2	Thanks.
5525	432: [1] wants_1 [2] has_1 [3] wants_2 [4] explains_1 [5] wants_3 [6] tells_1 [7] wants_4 [8] tells_2 [9] wants_5 [10] confirms_1 [11] thanks_1 [12] will_1	13	will_1	will return later	speaker_2	I'll get back to you.
5526	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	0	offers_1	offers to take bags to room	speaker_1	Would you like your bags to be taken to your room?
5527	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	1	agrees_1	agreement	speaker_2	Yes, please.
5528	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	2	agrees_1	agreement	speaker_1	OK.
5529	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	3	informs_1	informs of getting bellman	speaker_1	I'll get the bellman to taka them up.
5530	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	4	wants_1	wants to know which bags are speaker 2's	speaker_1	Which bags are yours?
5531	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	5	indicates_1	indicates where the luggage is	speaker_2	My luggage is in the corner over there.
5532	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	6	identifies_1	identifies bags	speaker_2	They are the leather suitcase, the canvass holdall and the blue backpack.
5533	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	7	agrees_2	agreement	speaker_1	OK.
5534	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	8	asks_1	asks to be careful with suitcase	speaker_2	Please be careful with the suitcase, it's very heavy.
5535	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	9	informs_2	informs of letting bellboy know	speaker_1	I'll let the bellboy know.
5536	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	10	reassures_1	reassures about the strength of bellboy	speaker_1	Don't worry, he's very strong.
5537	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	11	asks_2	asks to be careful with holdall	speaker_2	And the holdall has some fragile items inside, so please be careful with that too.
5538	433: [1] offers_1 [2] agrees_1 [3] informs_1 [4] wants_1 [5] indicates_1 [6] identifies_1 [7] agrees_2 [8] asks_1 [9] informs_2 [10] reassures_1 [11] asks_2 [12] _1	12	_1			
5539	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	0	wants_1	wants to know the distance	speaker_1	How far do we have to go?
5540	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	1	gives_1	gives the distance information	speaker_2	About 50 miles.
5541	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	2	wants_2	wants to know about the traffic condition	speaker_1	The traffic is not very heavy on this high way, is it?
5542	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	3	expresses_1	expresses confidence	speaker_1	So I’m sure we’ll make it.
5543	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	4	disagrees_1	disagrees with speaker_1	speaker_2	No, but we’Ve got a hurry.
5544	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	5	explains_1	explains the reason for urgency	speaker_2	It will be the rush hour soon.
5545	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	6	tries_1	tries to reassure	speaker_1	Don’t worry.
5546	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	7	gives_2	gives the estimate of time	speaker_1	There’s plenty of time yet.
5547	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	8	points_1	points out the day of the week	speaker_2	But it’s Friday today.
5548	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	9	wants_3	wants to know about the weekend traffic condition.	speaker_2	This road is always jam packed during the weekend, isn’t it?
5549	434: [1] wants_1 [2] gives_1 [3] wants_2 [4] expresses_1 [5] disagrees_1 [6] explains_1 [7] tries_1 [8] gives_2 [9] points_1 [10] wants_3 [11] _1	10	_1			
5550	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	0	greeting_1	greeting	speaker_1	Hello!
5551	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	1	apology_1	apology	speaker_1	I'm sorry to bother you.
5552	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	2	delivers_1	delivers fruit tray	speaker_1	This is a complimentary fruit tray.
5553	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	3	informs_1	informs food status	speaker_1	Your food will be ready soon.
5554	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	4	impressed_1	impressed	speaker_2	Wow!
5555	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	5	observation_1	observation	speaker_2	It's a fruit sculpture!
5556	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	6	compliments_1	compliments chef	speaker_2	Your chef is a real artist!
5557	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	7	correction_1	correction	speaker_1	Actually, uh, I made it myself...
5558	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	8	surprised_1	surprised	speaker_2	You did?
5559	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	9	impressed_2	impressed	speaker_2	Wow!
5560	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	10	curiosity_1	curiosity	speaker_2	Where did you learn...
5561	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	11	excuse_1	excuse	speaker_1	Sorry, but I've gotta run.
5562	435: [1] greeting_1 [2] apology_1 [3] delivers_1 [4] informs_1 [5] impressed_1 [6] observation_1 [7] compliments_1 [8] correction_1 [9] surprised_1 [10] impressed_2 [11] curiosity_1 [12] excuse_1 [13] farewell_1	12	farewell_1	farewell and request for help.	speaker_1	Enjoy your food, and ring the service button if you need anything else!
5563	436: [1] wants_1 [2] suggests_1 [3] humorously_1 [4] expresses_1 [5] makes_1 [6] continues_1	0	wants_1	wants to find a solution to develop brand image	speaker_1	How can we develop a new brand image with no direction whatsoever?
5564	436: [1] wants_1 [2] suggests_1 [3] humorously_1 [4] expresses_1 [5] makes_1 [6] continues_1	1	suggests_1	suggests that they may get inspired from the emails	speaker_2	With the fifty forwards he sent out today, maybe we'll inadvertently get inspired.
5565	436: [1] wants_1 [2] suggests_1 [3] humorously_1 [4] expresses_1 [5] makes_1 [6] continues_1	2	humorously_1	humorously agrees with the suggestion	speaker_1	I guess this is a good excuse to surf the Net on someone else's dime.
5566	436: [1] wants_1 [2] suggests_1 [3] humorously_1 [4] expresses_1 [5] makes_1 [6] continues_1	3	expresses_1	expresses surprise about Bean's e-mail habits	speaker_2	Who'd have thought Bean would be this kind of e-mail fanatic?
5567	436: [1] wants_1 [2] suggests_1 [3] humorously_1 [4] expresses_1 [5] makes_1 [6] continues_1	4	makes_1	makes a joke about Bean's lack of familiarity with the internet	speaker_1	He must have just got online for the first time last week.
5568	436: [1] wants_1 [2] suggests_1 [3] humorously_1 [4] expresses_1 [5] makes_1 [6] continues_1	5	continues_1	continues the joke about Bean's lack of familiarity with the internet	speaker_1	He still thinks it's some kind of new toy.
5569	437: [1] agrees_1 [2] sealing_1	0	agrees_1	agreement on price	speaker_1	Okay, so we're agreed on 900.
5570	437: [1] agrees_1 [2] sealing_1	1	agrees_1	agreement on price	speaker_2	I'm happy with that price.
5571	437: [1] agrees_1 [2] sealing_1	2	sealing_1	sealing the agreement	speaker_1	Let's shake on it.
5572	437: [1] agrees_1 [2] sealing_1	3	sealing_1	sealing the agreement	speaker_2	Okay, let's shake on it.
5573	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	0	wants_1	wants to assist the customer	speaker_1	May I help you?
5574	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	1	places_1	places an order	speaker_2	Give me a Big Mac, a small order of French fries and a medium Coke.
5575	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	2	informs_1	informs the customer of wait time for fries	speaker_1	You'll need to wait a few minutes for the fries.
5576	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	3	explains_1	explains why fries are not ready	speaker_1	They are still in the fryer.
5577	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	4	agrees_1	agreement	speaker_2	That's fine.
5578	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	5	informs_2	informs customer of total cost	speaker_1	Your total comes to $ 7.
5579	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	6	pays_1	pays the order	speaker_2	Here's a twenty.
5580	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	7	asks_1	asks for extra napkins	speaker_2	Could you give me some more napkins?
5581	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	8	agrees_2	agreement	speaker_1	Sure.
5582	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	9	gives_1	gives cash back	speaker_1	Your cash back is $ 13.
5583	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	10	informs_3	informs customer of when fries will be ready	speaker_1	And we'll bring out your fries in two minutes.
5584	438: [1] wants_1 [2] places_1 [3] informs_1 [4] explains_1 [5] agrees_1 [6] informs_2 [7] pays_1 [8] asks_1 [9] agrees_2 [10] gives_1 [11] informs_3 [12] gratitude_1	11	gratitude_1	gratitude	speaker_2	Thanks.
5585	439: [1] wants_1 [2] explains_1 [3] wants_2 [4] provides_1 [5] thanks_1 [6] plans_1	0	wants_1	wants to provide more information	speaker_1	Let me tell you some more.
5586	439: [1] wants_1 [2] explains_1 [3] wants_2 [4] provides_1 [5] thanks_1 [6] plans_1	1	explains_1	explains the interest and payment	speaker_1	The interest is settled on the 20th of the last month in each quarter, It's paid quarterly.
5587	439: [1] wants_1 [2] explains_1 [3] wants_2 [4] provides_1 [5] thanks_1 [6] plans_1	2	explains_1	explains the settlement process	speaker_1	Of course it also needs to be settled if you cancel the account.
5588	439: [1] wants_1 [2] explains_1 [3] wants_2 [4] provides_1 [5] thanks_1 [6] plans_1	3	wants_2	wants an opinion	speaker_2	Miao Ping, in your opinion, should we go for the Type A or Type B Account?
5589	439: [1] wants_1 [2] explains_1 [3] wants_2 [4] provides_1 [5] thanks_1 [6] plans_1	4	provides_1	provides an opinion	speaker_1	Well, the Type B Account is very restricted.
5590	439: [1] wants_1 [2] explains_1 [3] wants_2 [4] provides_1 [5] thanks_1 [6] plans_1	5	provides_1	provides a recommendation	speaker_1	If your aim is to use the account the same way as your use your Settlement Account, I would recommend the Type A Account for you.
5591	439: [1] wants_1 [2] explains_1 [3] wants_2 [4] provides_1 [5] thanks_1 [6] plans_1	6	thanks_1	thanks for the information	speaker_2	Thanks for your time.
5592	439: [1] wants_1 [2] explains_1 [3] wants_2 [4] provides_1 [5] thanks_1 [6] plans_1	7	plans_1	plans to discuss with partner and return.	speaker_2	I'll go and discuss everything with my partner and I'll be back later.
5593	440: [1] wants_1 [2] agrees_1 [3] wants_2 [4] _1 [5] agrees_2 [6] gives_1 [7] explains_1	0	wants_1	wants to discuss movies	speaker_1	Would you like to talk about movies?
5594	440: [1] wants_1 [2] agrees_1 [3] wants_2 [4] _1 [5] agrees_2 [6] gives_1 [7] explains_1	1	agrees_1	agreement	speaker_2	Okay.
5595	440: [1] wants_1 [2] agrees_1 [3] wants_2 [4] _1 [5] agrees_2 [6] gives_1 [7] explains_1	2	wants_2	wants to get a recommendation of movie	speaker_2	Would you recommend me one?
5596	440: [1] wants_1 [2] agrees_1 [3] wants_2 [4] _1 [5] agrees_2 [6] gives_1 [7] explains_1	3	wants_2	wants to get more info	speaker_1	What movies do you like?
5597	440: [1] wants_1 [2] agrees_1 [3] wants_2 [4] _1 [5] agrees_2 [6] gives_1 [7] explains_1	4	_1		speaker_2	Nothing special
5598	440: [1] wants_1 [2] agrees_1 [3] wants_2 [4] _1 [5] agrees_2 [6] gives_1 [7] explains_1	5	agrees_2	agreement	speaker_1	Okay.
5599	440: [1] wants_1 [2] agrees_1 [3] wants_2 [4] _1 [5] agrees_2 [6] gives_1 [7] explains_1	6	gives_1	gives a recommendation	speaker_1	Try to watch a movie proposal.
5600	440: [1] wants_1 [2] agrees_1 [3] wants_2 [4] _1 [5] agrees_2 [6] gives_1 [7] explains_1	7	explains_1	explains the recommendation	speaker_1	Everyone likes it.
5601	441: [1] wants_1 [2] checking_1 [3] wants_2 [4] reveals_1 [5] gives_1	0	wants_1	wants change for a dollar	speaker_1	Excuse me, could you give me change for a dollar?
5602	441: [1] wants_1 [2] checking_1 [3] wants_2 [4] reveals_1 [5] gives_1	1	checking_1	checking if they have change	speaker_2	I'll see what I have.
5603	441: [1] wants_1 [2] checking_1 [3] wants_2 [4] reveals_1 [5] gives_1	2	wants_2	wants to know the purpose	speaker_2	What do you need it for?
5604	441: [1] wants_1 [2] checking_1 [3] wants_2 [4] reveals_1 [5] gives_1	3	reveals_1	reveals the purpose	speaker_1	I want to get cigarettes.
5605	441: [1] wants_1 [2] checking_1 [3] wants_2 [4] reveals_1 [5] gives_1	4	gives_1	gives change options	speaker_2	You can use quarters, dimes and nickels.
5606	442: [1] greet_1 [2] wants_1 [3] asks_1 [4] gives_1 [5] asks_2 [6] explains_1 [7] gives_2 [8] asks_3 [9] agrees_1 [10] compliments_1 [11] asks_4 [12] explains_2 [13] asks_5 [14] recognition_1 [15] asks_6 [16] confirms_1 [17] mentions_1 [18] agrees_2 [19] confirms_2 [20] gives_3	0	greet_1	greet	speaker_1	Hi.
5607	442: [1] greet_1 [2] wants_1 [3] asks_1 [4] gives_1 [5] asks_2 [6] explains_1 [7] gives_2 [8] asks_3 [9] agrees_1 [10] compliments_1 [11] asks_4 [12] explains_2 [13] asks_5 [14] recognition_1 [15] asks_6 [16] confirms_1 [17] mentions_1 [18] agrees_2 [19] confirms_2 [20] gives_3	1	wants_1	wants to catch a flight	speaker_1	I’m here to catch flight 513 to New York.
5608	442: [1] greet_1 [2] wants_1 [3] asks_1 [4] gives_1 [5] asks_2 [6] explains_1 [7] gives_2 [8] asks_3 [9] agrees_1 [10] compliments_1 [11] asks_4 [12] explains_2 [13] asks_5 [14] recognition_1 [15] asks_6 [16] confirms_1 [17] mentions_1 [18] agrees_2 [19] confirms_2 [20] gives_3	2	asks_1	asks for ticket	speaker_2	May I see your ticket please?
5609	442: [1] greet_1 [2] wants_1 [3] asks_1 [4] gives_1 [5] asks_2 [6] explains_1 [7] gives_2 [8] asks_3 [9] agrees_1 [10] compliments_1 [11] asks_4 [12] explains_2 [13] asks_5 [14] recognition_1 [15] asks_6 [16] confirms_1 [17] mentions_1 [18] agrees_2 [19] confirms_2 [20] gives_3	3	gives_1	gives ticket	speaker_1	Here you are.
5610	442: [1] greet_1 [2] wants_1 [3] asks_1 [4] gives_1 [5] asks_2 [6] explains_1 [7] gives_2 [8] asks_3 [9] agrees_1 [10] compliments_1 [11] asks_4 [12] explains_2 [13] asks_5 [14] recognition_1 [15] asks_6 [16] confirms_1 [17] mentions_1 [18] agrees_2 [19] confirms_2 [20] gives_3	4	asks_2	asks if they need passport	speaker_1	Do you need to see my passport?
