	id_and_goal	utt_id	durec_goal_1	speaker	utt
6539	515: [1] greeting_1 [2] other_1	0	greeting_1	speaker_1	Happy birthday, Jim!
6540	515: [1] greeting_1 [2] other_1	1	greeting_1	speaker_2	Thank you, Lisa.
6541	515: [1] greeting_1 [2] other_1	2	other_1	speaker_1	Here is a present for you.
6542	515: [1] greeting_1 [2] other_1	3	other_1	speaker_1	I hope you like it.
6543	515: [1] greeting_1 [2] other_1	4	other_1	speaker_2	Oh, great!
6544	515: [1] greeting_1 [2] other_1	5	other_1	speaker_2	I love it!
6545	515: [1] greeting_1 [2] other_1	6	other_1	speaker_2	You know I've been expecting this for a long time.
6546	515: [1] greeting_1 [2] other_1	7	other_1	speaker_1	I'm very glad to hear that.
6547	515: [1] greeting_1 [2] other_1	8	other_1	speaker_2	Come here, let me introduce some friends to you.
6548	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	0	Q&A about health_1	speaker_1	What's wrong with you?
6549	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	1	Q&A about health_1	speaker_1	You look pale.
6550	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	2	Q&A about health_1	speaker_2	I'm not sure, I feel hot and cold.
6551	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	3	Q&A about health_1	speaker_1	When did the trouble start?
6552	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	4	Q&A about health_1	speaker_2	I was sick most of the night.
6553	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	5	Q&A about health_1	speaker_1	It sounds like you are coming down with the flu.
6554	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	6	Q&A about health_1	speaker_1	Let me take your temperature.
6555	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	7	Q&A about health_1	speaker_2	Have I got a high fever?
6556	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	8	Q&A about health_1	speaker_1	Yes, thirty-eight point seven.
6557	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	9	Q&A about health_1	speaker_1	Do you have a headache, chest or throat pain?
6558	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	10	Q&A about health_1	speaker_2	Yes, I have.
6559	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	11	Q&A about health_1	speaker_1	Now, let me have a look at you.
6560	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	12	Q&A about health_1	speaker_1	I'd like to listen to your chest.
6561	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	13	Q&A about health_1	speaker_1	Now breathe in, a deep breath, that's it Cough, now again.
6562	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	14	Q&A about health_1	speaker_1	I want to examine your throat, too.
6563	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	15	Q&A about health_1	speaker_1	Open wide, say' Ah - -'
6564	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	16	Q&A about health_1	speaker_2	Aaaaahh, aaaaahh.
6565	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	17	Q&A about health_1	speaker_1	Yes, it does look a bit sore.
6566	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	18	Q&A about health_1	speaker_1	Let's take an X-ray of your chest and give you a few tests.
6567	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	19	Q&A about health_1	speaker_2	All right, thanks.
6568	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	20	Q&A about health_1	speaker_1	The tests showed nothing wrong.
6569	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	21	Q&A about health_1	speaker_1	A slight viral infection.
6570	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	22	Q&A about health_1	speaker_2	What shall I do today?
6571	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	23	Q&A_1	speaker_1	I'm giving you some antibiotics and aspirins.
6572	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	24	nan_1	speaker_1	Take an aspirin when you've got a fever, and take one antibiotic capsule every four hours, and go home and rest in bed for two days.
6573	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	25	nan_2	speaker_1	Drink plenty of water, then you'll feel better.
6574	516: [1] Q&A about health_1 [2] Q&A_1 [3] nan_1 [4] nan_2 [5] nan_3	26	nan_3	speaker_1	Here's the prescription.
6575	517: [1] saying goodbye_1 [2] Q&A about other_1 [3] saying goodbye_2	0	saying goodbye_1	speaker_1	I have to check out today.
6576	517: [1] saying goodbye_1 [2] Q&A about other_1 [3] saying goodbye_2	1	Q&A about other_1	speaker_1	I'd like my bill ready by 10 this morning.
6577	517: [1] saying goodbye_1 [2] Q&A about other_1 [3] saying goodbye_2	2	Q&A about other_1	speaker_2	You can be sure of that, sir.
6578	517: [1] saying goodbye_1 [2] Q&A about other_1 [3] saying goodbye_2	3	saying goodbye_2	speaker_1	Thank you.
6579	518: [1] Q&A about other_1	0	Q&A about other_1	speaker_1	I called HP about my computer.
6580	518: [1] Q&A about other_1	1	Q&A about other_1	speaker_2	What did they say?
6581	518: [1] Q&A about other_1	2	Q&A about other_1	speaker_1	They said I need a new hard drive.
6582	518: [1] Q&A about other_1	3	Q&A about other_1	speaker_2	That's too bad.
6583	518: [1] Q&A about other_1	4	Q&A about other_1	speaker_2	How much is a new one?
6584	518: [1] Q&A about other_1	5	Q&A about other_1	speaker_1	It's not too much, only about $ 85.
6585	518: [1] Q&A about other_1	6	Q&A about other_1	speaker_2	Plus installation?
6586	518: [1] Q&A about other_1	7	Q&A about other_1	speaker_1	No, my hard drive is easy to remove and replace.
6587	518: [1] Q&A about other_1	8	Q&A about other_1	speaker_2	Really?
6588	518: [1] Q&A about other_1	9	Q&A about other_1	speaker_1	Yes, it's just a couple of screws.
6589	518: [1] Q&A about other_1	10	Q&A about other_1	speaker_2	That's nice.
6590	518: [1] Q&A about other_1	11	Q&A about other_1	speaker_1	It's a lot better than paying someone $ 60.
6591	518: [1] Q&A about other_1	12	Q&A about other_1	speaker_2	If my hard drive crashes, I'll just call you.
6592	519: [1] other_1	0	other_1	speaker_1	Gosh, it's 7:30, I'll miss the first class.
6593	519: [1] other_1	1	other_1	speaker_2	Don't get up so late next time.
6594	519: [1] other_1	2	other_1	speaker_2	You should have gone to bed earlier last night.
6595	519: [1] other_1	3	other_1	speaker_1	Yes, Mum.
6596	520: [1] ask about other_1	0	ask about other_1	speaker_1	Is there anything wrong?
6597	520: [1] ask about other_1	1	ask about other_1	speaker_2	I’m worried about my daughter.
6598	520: [1] ask about other_1	2	ask about other_1	speaker_2	She can’t decide about college.
6599	520: [1] ask about other_1	3	ask about other_1	speaker_1	Don’t worry.
6600	520: [1] ask about other_1	4	ask about other_1	speaker_1	That’s just a part of being a teenager.
6601	520: [1] ask about other_1	5	ask about other_1	speaker_2	I don’t mind that.
6602	520: [1] ask about other_1	6	ask about other_1	speaker_2	But she disagrees with me about everything.
6603	520: [1] ask about other_1	7	ask about other_1	speaker_1	You should encourage her to make up her mind by herself.
6604	520: [1] ask about other_1	8	ask about other_1	speaker_1	You shouldn’t affect her decision.
6605	520: [1] ask about other_1	9	ask about other_1	speaker_2	But I just want to give her some tips.
6606	520: [1] ask about other_1	10	ask about other_1	speaker_1	Oh, she can make her own decisions.
6607	521: [1] chitchat about other_1 [2] Q&A about other_1 [3] chitchat about other_2	0	chitchat about other_1	speaker_1	It's beautiful here.
6608	521: [1] chitchat about other_1 [2] Q&A about other_1 [3] chitchat about other_2	1	chitchat about other_1	speaker_2	Yes.
6609	521: [1] chitchat about other_1 [2] Q&A about other_1 [3] chitchat about other_2	2	chitchat about other_1	speaker_2	I feel refreshed.
6610	521: [1] chitchat about other_1 [2] Q&A about other_1 [3] chitchat about other_2	3	Q&A about other_1	speaker_1	How long will we dock?
6611	521: [1] chitchat about other_1 [2] Q&A about other_1 [3] chitchat about other_2	4	Q&A about other_1	speaker_2	In half an hour.
6612	521: [1] chitchat about other_1 [2] Q&A about other_1 [3] chitchat about other_2	5	chitchat about other_2	speaker_2	The surface of the lake is calm.
6613	521: [1] chitchat about other_1 [2] Q&A about other_1 [3] chitchat about other_2	6	chitchat about other_2	speaker_1	Yes.
6614	521: [1] chitchat about other_1 [2] Q&A about other_1 [3] chitchat about other_2	7	chitchat about other_2	speaker_1	We come at the right time.
6615	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	0	chitchat about food_1	speaker_1	that was a really good meal, Gordon.
6616	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	1	chitchat about food_1	speaker_2	It sure was.
6617	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	2	chitchat about food_1	speaker_2	I couldn't eat another bite.
6618	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	3	chitchat about food_1	speaker_1	well, it is getting pretty late.
6619	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	4	chitchat about food_1	speaker_1	I think we should go home.
6620	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	5	chitchat about food_1	speaker_2	you're right.
6621	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	6	chitchat about food_1	speaker_2	I have to get up early to go to work tomorrow.
6622	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	7	chitchat about food_1	speaker_1	let's see how much the bill is.
6623	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	8	chitchat about food_1	speaker_2	don't worry about it.
6624	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	9	chitchat about food_1	speaker_2	Tonight is my treat.
6625	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	10	chitchat about food_1	speaker_1	what are you talking about?
6626	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	11	chitchat about food_1	speaker_1	We'll split the bill.
6627	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	12	chitchat about food_1	speaker_2	no, I insist.
6628	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	13	chitchat about food_1	speaker_2	I kept telling you that I would treat you to dinner but I still haven't.
6629	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	14	chitchat about food_1	speaker_1	no way, Gordon.
6630	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	15	chitchat about food_1	speaker_1	I know that you are a little short on cash at the moment.
6631	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	16	chitchat about food_1	speaker_1	There's no need for you to pay for the whole bill.
6632	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	17	chitchat about food_1	speaker_2	alright, if that's the way you are going to be, we'll split the bill.
6633	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	18	chitchat about food_1	speaker_1	that's better.
6634	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	19	chitchat about food_1	speaker_1	This way we will both have money to take a cab home, otherwise, you would probably have to walk.
6635	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	20	chitchat about food_1	speaker_2	just promise you will let me treat you to dinner next week, ok?
6636	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	21	chitchat about food_1	speaker_1	you've got a deal.
6637	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	22	chitchat about food_1	speaker_2	great.
6638	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	23	saying goodbye_1	speaker_2	Bye.
6639	522: [1] chitchat about food_1 [2] saying goodbye_1 [3] nan_1	24	nan_1	speaker_1	bye.
6640	523: [1] chitchat about travel_1 [2] travel recommendation_1	0	chitchat about travel_1	speaker_1	I hear you are planning to travel abroad.
6641	523: [1] chitchat about travel_1 [2] travel recommendation_1	1	chitchat about travel_1	speaker_2	Yes.
6642	523: [1] chitchat about travel_1 [2] travel recommendation_1	2	chitchat about travel_1	speaker_2	I'm going to the United States for travel.
6643	523: [1] chitchat about travel_1 [2] travel recommendation_1	3	travel recommendation_1	speaker_2	What places do you recommend?
6644	523: [1] chitchat about travel_1 [2] travel recommendation_1	4	travel recommendation_1	speaker_1	In my opinion, there are several places you mustn't miss, like Washington D.C, Las Vegas, New York and Los Angeles.
6645	523: [1] chitchat about travel_1 [2] travel recommendation_1	5	travel recommendation_1	speaker_2	Someone suggests that I should go to Seattle and Hawaii.
6646	523: [1] chitchat about travel_1 [2] travel recommendation_1	6	travel recommendation_1	speaker_1	Yes, you may consider those two places also.
6647	523: [1] chitchat about travel_1 [2] travel recommendation_1	7	travel recommendation_1	speaker_1	Seattle, for example, is worth visiting and there's a very famous museum called Museum of Flight.
6648	523: [1] chitchat about travel_1 [2] travel recommendation_1	8	travel recommendation_1	speaker_2	And Seattle is the home of Microsoft and Boeing.
6649	523: [1] chitchat about travel_1 [2] travel recommendation_1	9	travel recommendation_1	speaker_2	That must be a great place.
6650	523: [1] chitchat about travel_1 [2] travel recommendation_1	10	travel recommendation_1	speaker_2	I can't miss it.
6651	524: [1] other_1	0	other_1	speaker_1	This looks like a very nice house.
6652	524: [1] other_1	1	other_1	speaker_2	You know, I fell in love with this house the first moment I laid eyes on it.
6653	524: [1] other_1	2	other_1	speaker_1	The style of the exterior is just what I’Ve been looking for!
6654	524: [1] other_1	3	other_1	speaker_2	The exterior is only half of the story.
6655	524: [1] other_1	4	other_1	speaker_2	The interior is incredible.
6656	524: [1] other_1	5	other_1	speaker_1	This home is gorgeous on the inside!
6657	524: [1] other_1	6	other_1	speaker_2	Everything that you see on the walls, floors, and windows is brand new.
6658	524: [1] other_1	7	other_1	speaker_1	The wall colors totally suit the style of this house.
6659	524: [1] other_1	8	other_1	speaker_2	Straight ahead is the gourmet kitchen.
6660	524: [1] other_1	9	other_1	speaker_1	I love the bamboo flooring and granite countertops.
6661	524: [1] other_1	10	other_1	speaker_2	The master suite is the best.
6662	524: [1] other_1	11	other_1	speaker_2	Let’s go look at that next.
6663	524: [1] other_1	12	other_1	speaker_1	There is plenty of room for our king-sized bed, and I love the light in this room.
6664	524: [1] other_1	13	other_1	speaker_2	I know that you like this house, but let’s take a look at the others before you make up your mind.
6665	525: [1] greeting_1 [2] ask about other_1	0	greeting_1	speaker_1	Room service.
6666	525: [1] greeting_1 [2] ask about other_1	1	ask about other_1	speaker_2	I am afraid there isn't any fancy soap in my room.
6667	525: [1] greeting_1 [2] ask about other_1	2	ask about other_1	speaker_1	Sorry sir, we will bring you one.
6668	525: [1] greeting_1 [2] ask about other_1	3	ask about other_1	speaker_2	Yes.
6669	526: [1] greeting_1 [2] ask about travel_1	0	greeting_1	speaker_1	Good afternoon.
6670	526: [1] greeting_1 [2] ask about travel_1	1	ask about travel_1	speaker_2	Can I make a reservation for flight FW58 to San Marino?
6671	526: [1] greeting_1 [2] ask about travel_1	2	ask about travel_1	speaker_1	Sure.
6672	526: [1] greeting_1 [2] ask about travel_1	3	ask about travel_1	speaker_1	When do you want to take the plane?
6673	526: [1] greeting_1 [2] ask about travel_1	4	ask about travel_1	speaker_2	Next Monday.
6674	526: [1] greeting_1 [2] ask about travel_1	5	ask about travel_1	speaker_1	Will that be first class or economy seat?
6675	526: [1] greeting_1 [2] ask about travel_1	6	ask about travel_1	speaker_2	What's the fare for a first class seat?
6676	526: [1] greeting_1 [2] ask about travel_1	7	ask about travel_1	speaker_1	$200.
6677	526: [1] greeting_1 [2] ask about travel_1	8	ask about travel_1	speaker_2	Oh.
6678	526: [1] greeting_1 [2] ask about travel_1	9	ask about travel_1	speaker_2	I am not a wall streeter.
6679	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	0	greeting_1	speaker_1	Hello, Sir.
6680	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	1	chitchat about other_1	speaker_1	So, you are back?
6681	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	2	greeting_2	speaker_2	Yes, hello again.
6682	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	3	Q&A about finance_1	speaker_2	I would like to know the exact difference between Dividend Deposit and Dividend Participated Deposit.
6683	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	4	Q&A about finance_1	speaker_1	That's pretty easy to explain.
6684	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	5	Q&A about finance_1	speaker_1	With the Deposit, the interest is fixed, but the Dividend of each policy will be transferred automatically into your bank account by the end of each year.
6685	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	6	Q&A about finance_1	speaker_1	The longer the term, the higher the Dividend you earn.
6686	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	7	Q&A about finance_1	speaker_1	This is because it is calculated at the Compound Interest Rate.
6687	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	8	Q&A about finance_1	speaker_2	And I can purchase that here?
6688	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	9	Q&A about finance_1	speaker_1	Yes.
6689	527: [1] greeting_1 [2] chitchat about other_1 [3] greeting_2 [4] Q&A about finance_1	10	Q&A about finance_1	speaker_1	And if you already have a Current Account with us, the Insurance Premium can be paid through it, which saves all of us a lot of hassle.
6690	528: [1] ask about other_1	0	ask about other_1	speaker_1	Are there any beds vacant?
6691	528: [1] ask about other_1	1	ask about other_1	speaker_2	Yes, what kind of room do you want?
6692	528: [1] ask about other_1	2	ask about other_1	speaker_1	I prefer one facing the sea.
6693	528: [1] ask about other_1	3	ask about other_1	speaker_1	Besides, it should have a shower.
6694	528: [1] ask about other_1	4	ask about other_1	speaker_2	Sorry, right now we can only have you a room without shower.
6695	528: [1] ask about other_1	5	ask about other_1	speaker_1	Well, that's fine.
6696	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	0	greeting_1	speaker_1	Welcome to the company.
6697	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	1	Q&A about other_1	speaker_1	We are conducting a survey of new employees to find out what influenced them to choose our company.
6698	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	2	Q&A about other_1	speaker_2	That's easy.
6699	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	3	Q&A about other_1	speaker_2	It was your office ergonomics that decided me.
6700	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	4	Q&A about other_1	speaker_1	You're kidding!
6701	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	5	Q&A about other_1	speaker_1	Something as simple as that?
6702	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	6	Q&A about other_1	speaker_2	Yes.
6703	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	7	Q&A about other_1	speaker_2	It is very important to me.
6704	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	8	Q&A about other_1	speaker_2	My mother worked in offices for twenty years, and she finally had carpal tunnel syndrome.
6705	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	9	Q&A about other_1	speaker_2	I have been reading about repetitive stress injuries, and I know that t
6706	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	10	Q&A about other_1	speaker_1	Yes, there has been a lot of research into RSI's.
6707	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	11	Q&A about other_1	speaker_1	Something so simple as proper chair height can prevent injuries.
6708	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	12	Q&A about other_1	speaker_1	Tell me, did anything else influence your decision?
6709	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	13	Q&A about other_1	speaker_2	Yes, I noticed that you have professional training and team-building days.
6710	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	14	Q&A about other_1	speaker_2	I like the idea of working for a company that invests in its staff.
6711	529: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	15	saying goodbye_1	speaker_1	Well, welcome to the team.
6712	530: [1] greeting_1 [2] Q&A about other_1	0	greeting_1	speaker_1	Good afternoon.
6713	530: [1] greeting_1 [2] Q&A about other_1	1	greeting_1	speaker_1	I've brought the extra blanket you asked for.
6714	530: [1] greeting_1 [2] Q&A about other_1	2	greeting_1	speaker_2	Oh, thank you.
6715	530: [1] greeting_1 [2] Q&A about other_1	3	Q&A about other_1	speaker_1	Is there anything I can do for you now?
6716	530: [1] greeting_1 [2] Q&A about other_1	4	Q&A about other_1	speaker_2	Yes.
6717	530: [1] greeting_1 [2] Q&A about other_1	5	Q&A about other_1	speaker_2	I'm rather tired and want to go to bed early.
6718	530: [1] greeting_1 [2] Q&A about other_1	6	Q&A about other_1	speaker_2	Please make the bed.
6719	530: [1] greeting_1 [2] Q&A about other_1	7	Q&A about other_1		
6720	531: [1] greeting_1 [2] Q&A about other_1	0	greeting_1	speaker_1	Lin's office supplies.
6721	531: [1] greeting_1 [2] Q&A about other_1	1	greeting_1	speaker_1	How may I direct your call?
6722	531: [1] greeting_1 [2] Q&A about other_1	2	Q&A about other_1	speaker_2	Marry Lin please.
6723	531: [1] greeting_1 [2] Q&A about other_1	3	Q&A about other_1	speaker_1	Sure, just a moment.... I'm sorry no one answer the phone.
6724	531: [1] greeting_1 [2] Q&A about other_1	4	Q&A about other_1	speaker_2	All right, could I leave a message?
6725	531: [1] greeting_1 [2] Q&A about other_1	5	Q&A about other_1	speaker_1	Certainly!
6726	532: [1] other_1 [2] ask about other_1	0	other_1	speaker_1	Excuse me.
6727	532: [1] other_1 [2] ask about other_1	1	ask about other_1	speaker_1	Where is the way out?
6728	532: [1] other_1 [2] ask about other_1	2	ask about other_1	speaker_2	Well, that's what I'm looking for myself.
6729	532: [1] other_1 [2] ask about other_1	3	ask about other_1	speaker_1	It's very confusing in here, isn't it?
6730	532: [1] other_1 [2] ask about other_1	4	ask about other_1	speaker_2	Absolutely.
6731	532: [1] other_1 [2] ask about other_1	5	ask about other_1	speaker_2	Oh, do you see a sign there?
6732	532: [1] other_1 [2] ask about other_1	6	ask about other_1	speaker_1	It should be the way out.
6733	532: [1] other_1 [2] ask about other_1	7	ask about other_1	speaker_2	OK.
6734	532: [1] other_1 [2] ask about other_1	8	ask about other_1	speaker_2	Let's go and see.
6735	533: [1] Q&A about food_1 [2] chitchat about food_1	0	Q&A about food_1	speaker_1	Excuse me, I ordered the well-done steak, but this one is so tough.
6736	533: [1] Q&A about food_1 [2] chitchat about food_1	1	Q&A about food_1	speaker_2	Well, sir, I think I have made a mistake.
6737	533: [1] Q&A about food_1 [2] chitchat about food_1	2	Q&A about food_1	speaker_2	I will take it back to the kitchen right now.
6738	533: [1] Q&A about food_1 [2] chitchat about food_1	3	Q&A about food_1	speaker_1	I think you should be more careful next time.
6739	533: [1] Q&A about food_1 [2] chitchat about food_1	4	chitchat about food_1	speaker_2	Yes, sir.
6740	533: [1] Q&A about food_1 [2] chitchat about food_1	5	chitchat about food_1	speaker_2	I'm really so sorry about that.
6741	534: [1] other_1	0	other_1	speaker_1	Allan, I am really disappointed by your lack of effort on this project.
6742	534: [1] other_1	1	other_1	speaker_2	Look, Sally.
6743	534: [1] other_1	2	other_1	speaker_2	I’Ve put just as much work into this as anybody else.
6744	534: [1] other_1	3	other_1	speaker_1	No, I’m sorry.
6745	534: [1] other_1	4	other_1	speaker_1	I disagree.
6746	534: [1] other_1	5	other_1	speaker_1	I don’t think you’Ve been working at full speed at all.
6747	534: [1] other_1	6	other_1	speaker_2	Well.
6748	534: [1] other_1	7	other_1	speaker_2	I’m sorry you feel that way.
6749	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	0	greeting_1	speaker_1	Hi Joe, how are you doing today?
6750	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	1	greeting, chitchat about other_1	speaker_2	Things are going good today.
6751	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	2	chitchat about other_1	speaker_2	How have you been doing, Mary?
6752	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	3	chitchat about other_1	speaker_1	Things are going well for me, Joe.
6753	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	4	movie recommendation_1	speaker_2	Want to go see a movie tonight?
6754	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	5	movie recommendation_1	speaker_1	My parents are taking me to dinner tonight.
6755	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	6	movie recommendation_1	speaker_2	Could you go with me to the movies on Friday night, instead?
6756	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	7	movie recommendation_1	speaker_1	What movie did you want to see?
6757	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	8	movie recommendation_1	speaker_2	There is a new horror flick about a rapist serial killer.
6758	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	9	movie recommendation_1	speaker_1	I was thinking that I would like to see “The Secret Life of Bees.”
6759	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	10	movie recommendation_1	speaker_2	Oh great!
6760	535: [1] greeting_1 [2] greeting, chitchat about other_1 [3] chitchat about other_1 [4] movie recommendation_1	11	movie recommendation_1	speaker_2	Sounds like something I need to bring Kleenex to!
6761	536: [1] chitchat about other_1	0	chitchat about other_1	speaker_1	How's the bride-to-be?
6762	536: [1] chitchat about other_1	1	chitchat about other_1	speaker_2	Tired and stressed.
6763	536: [1] chitchat about other_1	2	chitchat about other_1	speaker_2	This wedding is giving me a headache.
6764	536: [1] chitchat about other_1	3	chitchat about other_1	speaker_1	Just relax.
6765	536: [1] chitchat about other_1	4	chitchat about other_1	speaker_1	With me as your maid of honor, everything will be fine!
6766	536: [1] chitchat about other_1	5	chitchat about other_1	speaker_2	I'm worried that everything will be chaotic!
6767	536: [1] chitchat about other_1	6	chitchat about other_1	speaker_1	Hey!
6768	536: [1] chitchat about other_1	7	chitchat about other_1	speaker_1	I'm the tour guide.
6769	536: [1] chitchat about other_1	8	chitchat about other_1	speaker_1	I'll take care of the Taiwanese guests.
6770	536: [1] chitchat about other_1	9	chitchat about other_1	speaker_2	You're going to have to tell them what to do in church, what everything means...
6771	536: [1] chitchat about other_1	10	chitchat about other_1	speaker_1	I will.
6772	536: [1] chitchat about other_1	11	chitchat about other_1	speaker_1	Don't worry!
